,Date,NOAA No,Location,Lo,Area,Zpc,LL,NN,Mag,N_Bflare,N_Cflare,N_Mflare,N_Xflare
1,2011-01-09,1140,N33W36,186.0,160.0,Cso,2.0,4.0,Beta,0.0,0.0,0.0,0.0
2,2011-01-09,1142,S15W56,205.0,10.0,Bxo,2.0,3.0,Beta,0.0,0.0,0.0,0.0
3,2011-01-09,1143,S23E02,146.0,10.0,Bxo,6.0,4.0,Beta,0.0,0.0,0.0,0.0
0,2011-01-10,1140,N32W49,185.0,130.0,Hsx,2.0,1.0,Alpha,1.0,0.0,0.0,0.0
1,2011-01-10,1142,S17W75,212.0,10.0,Bxo,6.0,4.0,Beta,0.0,0.0,0.0,0.0
2,2011-01-10,1144,S16W36,173.0,0.0,Axx,2.0,1.0,Alpha,0.0,0.0,0.0,0.0
3,2011-01-10,1145,N15E39,97.0,10.0,Bxo,4.0,4.0,Beta,0.0,0.0,0.0,0.0
0,2011-01-11,1140,N32W61,184.0,130.0,Hsx,4.0,1.0,Alpha,4.0,0.0,0.0,0.0
1,2011-01-11,1145,N16E27,98.0,10.0,Bxo,5.0,3.0,Beta,1.0,0.0,0.0,0.0
2,2011-01-11,1146,N23E46,77.0,0.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2011-01-12,1140,N33W74,185.0,120.0,Cso,5.0,3.0,Beta,0.0,0.0,0.0,0.0
1,2011-01-12,1146,N23E33,76.0,10.0,Bxo,2.0,3.0,Beta,1.0,0.0,0.0,0.0
0,2011-01-13,1140,N32W87,183.0,70.0,Hsx,3.0,1.0,Alpha,2.0,0.0,0.0,0.0
1,2011-01-13,1146,N24E19,78.0,10.0,Bxo,2.0,2.0,Beta,0.0,0.0,0.0,0.0
0,2011-01-14,1146,N23E06,76.0,10.0,Bxo,3.0,4.0,Beta,0.0,0.0,0.0,0.0
0,2011-01-15,1145,N16W25,100.0,0.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2011-01-16,1147,N24E80,344.0,120.0,Hrx,1.0,1.0,Alpha,3.0,0.0,0.0,0.0
0,2011-01-17,1147,N27E65,339.0,120.0,Dso,6.0,5.0,Beta,4.0,0.0,0.0,0.0
0,2011-01-18,1147,N25E52,339.0,150.0,Cso,11.0,12.0,Beta,10.0,0.0,0.0,0.0
1,2011-01-18,1148,S28W32,65.0,10.0,Bxo,5.0,4.0,Beta,0.0,0.0,0.0,0.0
0,2011-01-19,1147,N26E37,340.0,160.0,Cso,13.0,12.0,Beta-Gamma,3.0,0.0,0.0,0.0
1,2011-01-19,1148,S28W46,63.0,30.0,Cro,4.0,2.0,Beta,0.0,0.0,0.0,0.0
0,2011-01-20,1147,N25E22,343.0,130.0,Cso,9.0,7.0,Beta-Gamma,4.0,0.0,0.0,0.0
1,2011-01-20,1148,S28W57,62.0,10.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2011-01-21,1147,N24E09,342.0,170.0,Cso,9.0,9.0,Beta,2.0,0.0,0.0,0.0
1,2011-01-21,1148,S28W72,63.0,20.0,Bxo,2.0,3.0,Alpha,0.0,0.0,0.0,0.0
0,2011-01-22,1147,N24W07,345.0,90.0,Hsx,5.0,2.0,Alpha,0.0,1.0,0.0,0.0
1,2011-01-22,1149,N18W05,343.0,70.0,Dri,7.0,20.0,Beta-Gamma,6.0,5.0,0.0,0.0
0,2011-01-23,1147,N24W22,347.0,90.0,Hsx,2.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2011-01-23,1149,N18W19,344.0,150.0,Dsi,8.0,15.0,Beta-Gamma,6.0,1.0,0.0,0.0
0,2011-01-24,1147,N24W36,348.0,80.0,Hsx,2.0,1.0,Alpha,1.0,0.0,0.0,0.0
1,2011-01-24,1149,N17W32,344.0,160.0,Dsi,10.0,18.0,Beta-Gamma,5.0,0.0,0.0,0.0
0,2011-01-25,1147,N24W49,347.0,110.0,Hsx,2.0,1.0,Alpha,2.0,0.0,0.0,0.0
1,2011-01-25,1149,N16W45,344.0,160.0,Dsi,9.0,7.0,Beta,1.0,1.0,0.0,0.0
0,2011-01-26,1147,N24W65,351.0,100.0,Hsx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2011-01-26,1149,N17W62,347.0,130.0,Dso,9.0,6.0,Beta,1.0,0.0,0.0,0.0
0,2011-01-27,1147,N24W77,349.0,150.0,Hsx,2.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2011-01-27,1149,N17W77,349.0,250.0,Dso,4.0,4.0,Beta,9.0,0.0,0.0,0.0
0,2011-01-28,None,,,,,,,,0.0,0.0,0.0,0.0
0,2011-01-29,1150,S22E62,184.0,10.0,Bxo,3.0,5.0,Beta,2.0,0.0,0.0,0.0
1,2011-01-29,1151,N09W60,306.0,20.0,Cro,2.0,2.0,Beta,0.0,0.0,0.0,0.0
0,2011-01-30,1150,S22E50,182.0,20.0,Bxo,6.0,6.0,Beta,5.0,0.0,0.0,0.0
1,2011-01-30,1151,N11W71,303.0,5.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2011-01-31,1150,S21E37,182.0,50.0,Dao,8.0,12.0,Beta,1.0,0.0,0.0,0.0
0,2011-02-01,1150,S20E24,183.0,70.0,Dao,7.0,11.0,Beta,4.0,0.0,0.0,0.0
0,2011-02-02,1150,S22E11,183.0,80.0,Dsi,8.0,12.0,Beta,4.0,0.0,0.0,0.0
0,2011-02-03,1150,S20W02,182.0,80.0,Dso,10.0,12.0,Beta,4.0,0.0,0.0,0.0
0,2011-02-04,1150,S22W13,178.0,10.0,Bxo,11.0,6.0,Beta,1.0,0.0,0.0,0.0
1,2011-02-04,1152,S18E11,157.0,10.0,Bxo,5.0,6.0,Beta,1.0,0.0,0.0,0.0
0,2011-02-05,1150,S20W30,187.0,30.0,Cro,3.0,5.0,Beta,0.0,0.0,0.0,0.0
1,2011-02-05,1152,S18W01,155.0,30.0,Cro,5.0,6.0,Beta,6.0,0.0,0.0,0.0
2,2011-02-05,1153,N15W18,172.0,30.0,Cro,5.0,4.0,Beta,0.0,0.0,0.0,0.0
0,2011-02-06,1152,S18W14,154.0,15.0,Bxo,4.0,3.0,Beta,1.0,0.0,0.0,0.0
1,2011-02-06,1153,N15W31,172.0,10.0,Bxo,4.0,3.0,Beta,0.0,0.0,0.0,0.0
0,2011-02-07,1150,S22W51,178.0,0.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2011-02-07,1152,S20W26,154.0,15.0,Bxo,2.0,5.0,Beta,0.0,0.0,0.0,0.0
2,2011-02-07,1153,N16W42,168.0,15.0,Bxo,8.0,5.0,Beta,0.0,0.0,0.0,0.0
0,2011-02-08,1150,S23W63,178.0,0.0,Axx,0.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2011-02-08,1153,N15W56,171.0,30.0,Dro,5.0,7.0,Beta,3.0,0.0,0.0,0.0
0,2011-02-09,1153,N15W71,171.0,80.0,Dko,5.0,8.0,Beta,6.0,2.0,0.0,0.0
1,2011-02-09,1154,N08W51,152.0,10.0,Hrx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
2,2011-02-09,1155,N17E26,75.0,10.0,Cro,2.0,3.0,Beta,0.0,0.0,0.0,0.0
3,2011-02-09,1156,S19E43,63.0,10.0,Cro,4.0,6.0,Beta,0.0,0.0,0.0,0.0
4,2011-02-09,1157,N22E36,64.0,10.0,Cro,1.0,3.0,Beta,0.0,0.0,0.0,0.0
0,2011-02-10,1153,N15W88,175.0,180.0,Dso,9.0,6.0,Beta-Gamma,6.0,1.0,1.0,0.0
1,2011-02-10,1156,S14E23,64.0,20.0,Cro,5.0,11.0,Beta,0.0,0.0,0.0,0.0
2,2011-02-10,1157,N22E22,69.0,20.0,Cso,5.0,7.0,Beta,2.0,0.0,0.0,0.0
0,2011-02-11,1156,S14E09,66.0,20.0,Dro,5.0,11.0,Beta,2.0,0.0,0.0,0.0
1,2011-02-11,1157,N22E08,67.0,20.0,Cro,5.0,7.0,Beta,0.0,0.0,0.0,0.0
0,2011-02-12,1156,S21W06,68.0,40.0,Cro,7.0,5.0,Beta,0.0,0.0,0.0,0.0
1,2011-02-12,1157,N18W04,65.0,10.0,Bxo,5.0,2.0,Beta,0.0,0.0,0.0,0.0
2,2011-02-12,1158,S19E25,36.0,40.0,Cro,5.0,5.0,Beta,0.0,0.0,0.0,0.0
3,2011-02-12,1159,N18E26,35.0,10.0,Axx,1.0,2.0,Alpha,0.0,0.0,0.0,0.0
0,2011-02-13,1156,S21W22,70.0,10.0,Bxo,4.0,2.0,Beta,0.0,0.0,0.0,0.0
1,2011-02-13,1157,N18W18,67.0,30.0,Cro,4.0,5.0,Beta,0.0,0.0,0.0,0.0
2,2011-02-13,1158,S19E11,38.0,40.0,Dsi,9.0,12.0,Beta,0.0,0.0,0.0,0.0
3,2011-02-13,1159,N19E09,39.0,10.0,Bxo,2.0,4.0,Beta,0.0,1.0,0.0,0.0
0,2011-02-14,1156,S21W35,71.0,0.0,Axx,2.0,3.0,Alpha,0.0,0.0,0.0,0.0
1,2011-02-14,1157,N18W30,65.0,40.0,Dso,4.0,7.0,Beta,0.0,0.0,0.0,0.0
2,2011-02-14,1158,S20W03,34.0,120.0,Eac,10.0,31.0,Beta-Gamma,1.0,2.0,1.0,0.0
3,2011-02-14,1159,N19W01,34.0,20.0,Cso,5.0,3.0,Beta,0.0,0.0,0.0,0.0
Nmbr,2011-02-15,Location,Lo,Area,Z,LL,NN,Mag,Type,0.0,0.0,0.0,0.0
1157,2011-02-15,N19W43,065,0040,Dso,08,09,Beta,,0.0,0.0,0.0,0.0
1158,2011-02-15,S21W14,036,0450,Ekc,12,36,Beta-Gamma,,0.0,0.0,0.0,0.0
1159,2011-02-15,N19W14,034,0010,Bxo,06,02,Beta,,0.0,0.0,0.0,0.0
1161,2011-02-15,N11E52,330,0030,Bxo,05,03,Beta,,0.0,0.0,0.0,0.0
0,2011-02-16,1157,N19W57,67,50,Dao,8,9,Beta,0.0,0.0,0.0,0.0
1,2011-02-16,1158,S21W27,36,600,Ekc,12,36,Beta-Gamma-Delta,0.0,4.0,0.0,1.0
2,2011-02-16,1159,N19W28,38,5,Axx,6,2,Alpha,0.0,0.0,0.0,0.0
3,2011-02-16,1161,N11E38,331,130,Dai,8,13,Beta,0.0,0.0,0.0,0.0
0,2011-02-17,1157,N19W70,66,10,Bxo,8,2,Beta,0.0,0.0,0.0,0.0
1,2011-02-17,1158,S21W39,33,620,Ekc,13,19,Beta-Gamma-Delta,0.0,9.0,1.0,0.0
2,2011-02-17,1161,N13E25,330,120,Dhi,9,9,Beta-Gamma,0.0,0.0,1.0,0.0
0,2011-02-18,1158,S19W52,34,290,Eac,13,17,Beta-Gamma-Delta,0.0,11.0,0.0,0.0
1,2011-02-18,1161,N12E13,329,140,Eac,12,14,Beta-Gamma,0.0,0.0,0.0,0.0
0,2011-02-19,1158,S19W64,34,310,Ehc,12,25,Beta-Gamma-Delta,0.0,5.0,2.0,0.0
1,2011-02-19,1161,N12W02,331,200,Eai,12,28,Beta-Gamma,0.0,2.0,0.0,0.0
2,2011-02-19,1162,N18W06,336,260,Dai,7,18,Beta-Gamma,0.0,8.0,3.0,0.0
0,2011-02-20,1158,S19W78,35,280,Dkc,12,10,Beta-Gamma,0.0,7.0,0.0,0.0
1,2011-02-20,1161,N11W15,332,250,Ekc,15,19,Beta-Gamma-Delta,0.0,1.0,0.0,0.0
2,2011-02-20,1162,N18W19,336,150,Dai,8,20,Beta-Gamma,0.0,4.0,0.0,0.0
0,2011-02-21,1158,S21W88,31,200,Dsi,10,10,Beta-Gamma,0.0,0.0,0.0,0.0
1,2011-02-21,1161,N11W28,331,260,Ekc,15,39,Beta-Gamma,4.0,2.0,0.0,0.0
2,2011-02-21,1162,N18W32,335,160,Dsi,9,24,Beta,0.0,1.0,0.0,0.0
0,2011-02-22,1161,N11W42,331,220,Ekc,13,25,Beta-Gamma,1.0,1.0,0.0,0.0
1,2011-02-22,1162,N17W46,336,120,Dao,7,15,Beta,0.0,0.0,0.0,0.0
0,2011-02-23,1161,N11W56,333,250,Eao,10,11,Beta-Gamma,3.0,0.0,0.0,0.0
1,2011-02-23,1162,N17W59,336,100,Dso,4,3,Beta,0.0,0.0,0.0,0.0
0,2011-02-24,1161,N11W69,336,130,Dso,9,4,Beta,3.0,1.0,0.0,0.0
1,2011-02-24,1162,N17W73,339,70,Cso,3,3,Beta,0.0,0.0,0.0,0.0
Nmbr,2011-02-25,Location,Lo,Area,Z,LL,NN,Mag,Type,0.0,0.0,0.0,0.0
1161,2011-02-25,N11W87,334,0060,Hax,09,01,Alpha,,0.0,0.0,0.0,0.0
1163,2011-02-25,N18E72,176,0200,Cro,01,02,Beta,,0.0,0.0,0.0,0.0
0,2011-02-26,1163,N17E60,177,120,Dai,8,10,Beta-Gamma,3.0,2.0,0.0,0.0
1,2011-02-26,1164,N28E76,162,250,Hkx,4,1,Alpha,1.0,1.0,0.0,0.0
0,2011-02-27,1163,N18E46,178,110,Dai,6,9,Beta-Gamma,3.0,0.0,0.0,0.0
1,2011-02-27,1164,N28E60,164,200,Dao,10,7,Beta-Gamma,7.0,1.0,0.0,0.0
2,2011-02-27,1165,S22E43,181,20,Bxo,4,3,Beta,0.0,0.0,0.0,0.0
0,2011-02-28,1163,N18E32,179,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2011-02-28,1164,N27E46,165,170,Eso,14,12,Beta-Gamma,8.0,1.0,0.0,0.0
2,2011-02-28,1165,S21E29,181,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2011-03-01,1163,N18E19,178,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2011-03-01,1164,N26E33,164,350,Ehc,12,19,Beta-Gamma,4.0,8.0,1.0,0.0
2,2011-03-01,1165,S21E14,183,20,Bxo,3,4,Beta,0.0,0.0,0.0,0.0
0,2011-03-02,1163,N17E05,179,10,Bxo,3,2,Beta,0.0,0.0,0.0,0.0
1,2011-03-02,1164,N25E20,165,550,Ekc,14,31,Beta-Gamma-Delta,1.0,6.0,0.0,0.0
2,2011-03-02,1165,S22E03,182,60,Cso,5,9,Beta,0.0,0.0,0.0,0.0
0,2011-03-03,1164,N25E08,165,400,Ekc,15,41,Beta-Gamma-Delta,0.0,1.0,0.0,0.0
1,2011-03-03,1165,S22W09,180,30,Bxo,5,11,Beta,0.0,0.0,0.0,0.0
2,2011-03-03,1166,N10E77,95,10,Hrx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2011-03-04,1164,N25W06,164,470,Ekc,14,21,Beta-Gamma,0.0,5.0,0.0,0.0
1,2011-03-04,1165,S19W26,184,10,Bxo,6,5,Beta,0.0,0.0,0.0,0.0
2,2011-03-04,1166,N09E65,93,140,Dso,6,3,Beta,0.0,0.0,0.0,0.0
3,2011-03-04,1167,N14E31,126,10,Bxo,2,2,Beta,0.0,0.0,0.0,0.0
0,2011-03-05,1164,N25W19,164,570,Ekc,14,27,Beta-Gamma-Delta,0.0,1.0,0.0,0.0
1,2011-03-05,1165,S19W40,186,20,Bxo,4,6,Beta,0.0,0.0,0.0,0.0
2,2011-03-05,1166,N09E55,90,490,Eac,11,15,Beta,0.0,0.0,0.0,0.0
3,2011-03-05,1167,N15E20,125,20,Bxo,7,5,Beta,0.0,0.0,0.0,0.0
4,2011-03-05,1168,N24W73,218,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2011-03-06,1164,N24W34,165,770,Fkc,17,28,Beta-Gamma-Delta,0.0,1.0,0.0,0.0
1,2011-03-06,1165,S21W52,183,160,Bxo,10,14,Beta,0.0,10.0,0.0,0.0
2,2011-03-06,1166,N10E41,90,610,Eki,12,16,Beta-Gamma,0.0,0.0,0.0,0.0
3,2011-03-06,1167,N14E05,126,20,Bxo,5,4,Beta,0.0,0.0,0.0,0.0
4,2011-03-06,1168,N23W84,215,30,Hax,1,2,Alpha,0.0,0.0,0.0,0.0
0,2011-03-07,1164,N24W46,165,640,Ekc,12,25,Beta-Gamma-Delta,0.0,11.0,0.0,0.0
1,2011-03-07,1165,S20W68,186,200,Eao,11,21,Beta,0.0,7.0,0.0,0.0
2,2011-03-07,1166,N11E27,91,360,Ekc,11,16,Beta-Gamma,0.0,2.0,0.0,0.0
3,2011-03-07,1167,N09W09,127,20,Bxo,4,2,Beta,0.0,0.0,0.0,0.0
4,2011-03-07,1169,N21E56,62,30,Bxo,4,4,Beta,0.0,1.0,0.0,0.0
0,2011-03-08,1164,N24W59,164,760,Ekc,13,20,Beta-Gamma-Delta,0.0,1.0,4.0,0.0
1,2011-03-08,1165,S20W78,184,420,Fko,16,18,Beta-Gamma-Delta,0.0,5.0,2.0,0.0
2,2011-03-08,1166,N11E12,93,410,Ekc,15,25,Beta-Gamma-Delta,0.0,0.0,1.0,0.0
3,2011-03-08,1167,N15W18,124,10,Bxo,3,2,Beta,0.0,0.0,0.0,0.0
4,2011-03-08,1169,N20E44,61,50,Dsi,5,7,Beta,0.0,0.0,0.0,0.0
0,2011-03-09,1164,N23W71,163,580,Ekc,11,23,Beta-Gamma-Delta,0.0,0.0,0.0,0.0
1,2011-03-09,1165,S18W92,184,200,Eki,11,5,Beta-Gamma-Delta,0.0,3.0,4.0,0.0
2,2011-03-09,1166,N11W01,93,550,Fkc,16,35,Beta-Gamma-Delta,0.0,1.0,0.0,0.0
3,2011-03-09,1167,N13W36,128,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
4,2011-03-09,1169,N19E31,61,170,Dso,8,11,Beta,0.0,0.0,0.0,0.0
5,2011-03-09,1170,S26W68,160,30,Bxo,3,2,Beta,0.0,1.0,0.0,0.0
0,2011-03-10,1164,N23W84,164,350,Dai,10,9,Beta-Gamma,0.0,1.0,0.0,0.0
1,2011-03-10,1166,N09W12,92,630,Ekc,13,55,Beta-Gamma-Delta,0.0,2.0,2.0,1.0
2,2011-03-10,1169,N20E18,61,220,Esc,10,22,Beta-Gamma,0.0,2.0,0.0,0.0
3,2011-03-10,1170,S25W80,160,50,Bxo,5,6,Beta,0.0,2.0,0.0,0.0
0,2011-03-11,1166,N09W26,92,750,Ekc,13,25,Beta-Gamma,0.0,5.0,0.0,0.0
1,2011-03-11,1167,N12W66,131,10,Bxo,3,2,Beta,0.0,0.0,0.0,0.0
2,2011-03-11,1169,N20E04,62,160,Eai,12,15,Beta-Gamma,0.0,0.0,0.0,0.0
3,2011-03-11,1170,S25W94,161,20,Hrx,2,6,Alpha,0.0,1.0,0.0,0.0
0,2011-03-12,1166,N09W39,92,690,Ekc,13,47,Beta-Gamma-Delta,0.0,9.0,0.0,0.0
1,2011-03-12,1169,N20W09,62,250,Eki,13,26,Beta-Gamma,0.0,0.0,0.0,0.0
2,2011-03-12,1172,N11E72,340,10,Bxo,3,2,Beta,0.0,0.0,0.0,0.0
0,2011-03-13,1166,N09W52,91,770,Ekc,13,29,Beta-Gamma-Delta,1.0,4.0,1.0,0.0
1,2011-03-13,1169,N19W22,61,260,Ekc,13,17,Beta-Gamma,1.0,4.0,0.0,0.0
2,2011-03-13,1172,N12E58,345,20,Bxo,4,2,Beta,0.0,1.0,0.0,0.0
0,2011-03-14,1166,N10W65,92,640,Ekc,11,14,Beta-Gamma,1.0,2.0,0.0,0.0
1,2011-03-14,1169,N20W34,60,290,Cro,13,17,Beta,1.0,1.0,0.0,0.0
2,2011-03-14,1172,N12E44,342,20,Bxo,7,3,Beta,0.0,0.0,0.0,0.0
0,2011-03-15,1166,N09W78,91,450,Dao,10,9,Beta-Gamma,2.0,1.0,0.0,0.0
1,2011-03-15,1169,N18W47,60,360,Dao,9,8,Beta-Gamma,5.0,3.0,1.0,0.0
2,2011-03-15,1172,N14E30,343,10,Bxo,8,4,Beta,1.0,1.0,0.0,0.0
0,2011-03-16,1166,N12W91,92,150,Dai,9,5,Beta-Gamma,0.0,1.0,0.0,0.0
1,2011-03-16,1169,N17W60,60,340,Dhc,9,10,Beta-Gamma,6.0,5.0,1.0,0.0
2,2011-03-16,1172,N10E17,345,10,Bxo,9,2,Beta,1.0,0.0,0.0,0.0
0,2011-03-17,1169,N17W75,62,260,Dhi,9,9,Beta-Gamma,2.0,3.0,0.0,0.0
1,2011-03-17,1172,N11E02,345,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2011-03-17,1173,S28E39,308,40,Cao,6,10,Beta,0.0,0.0,0.0,0.0
0,2011-03-18,1169,N18W89,63,100,Hsx,3,2,Alpha,1.0,0.0,0.0,0.0
1,2011-03-18,1173,S29E26,308,60,Cao,8,11,Beta,0.0,0.0,0.0,0.0
2,2011-03-18,1174,N22W36,10,10,Bxo,3,2,Beta,0.0,0.0,0.0,0.0
0,2011-03-19,1173,S29E14,307,30,Cro,7,9,Beta,1.0,0.0,0.0,0.0
1,2011-03-19,1175,N13W09,330,20,Cro,5,6,Beta,0.0,0.0,0.0,0.0
0,2011-03-20,1173,S30E01,307,20,Bxo,6,6,Beta,0.0,0.0,0.0,0.0
1,2011-03-20,1174,N23W63,11,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2011-03-20,1175,N14W22,330,60,Cso,6,11,Beta,0.0,0.0,0.0,0.0
0,2011-03-21,1173,S29W13,307,20,Bxo,4,5,Beta,0.0,0.0,0.0,0.0
1,2011-03-21,1174,N23W76,11,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2011-03-21,1175,N14W36,330,130,Csi,8,11,Beta,1.0,0.0,0.0,0.0
0,2011-03-22,1175,N12W50,331,140,Dso,7,13,Beta,0.0,0.0,0.0,0.0
1,2011-03-22,1176,S13E81,200,180,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
0,2011-03-23,1175,N11W65,333,130,Dso,9,8,Beta,0.0,0.0,0.0,0.0
1,2011-03-23,1176,S14E69,198,340,Dho,10,3,Beta,0.0,2.0,0.0,0.0
0,2011-03-24,1175,N11W76,331,80,Cso,8,3,Beta,0.0,0.0,0.0,0.0
1,2011-03-24,1176,S15E58,196,490,Eko,11,12,Beta-Gamma,1.0,1.0,1.0,0.0
2,2011-03-24,1177,N21E51,204,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2011-03-25,1176,S16E44,198,380,Eki,15,25,Beta-Gamma,7.0,4.0,1.0,0.0
1,2011-03-25,1177,N21E37,205,10,Bxo,1,3,Beta,0.0,0.0,0.0,0.0
2,2011-03-25,1178,S13E68,174,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
3,2011-03-25,1179,N09W32,274,10,Bxo,2,4,Beta,0.0,0.0,0.0,0.0
0,2011-03-26,1176,S16E30,198,440,Ehi,13,28,Beta-Gamma,1.0,3.0,1.0,0.0
1,2011-03-26,1177,N21E24,204,40,Cao,4,6,Beta,0.0,0.0,0.0,0.0
2,2011-03-26,1178,S15E55,173,50,Cao,4,4,Beta,0.0,0.0,0.0,0.0
3,2011-03-26,1179,N09W46,274,20,Bxo,4,4,Beta,0.0,0.0,0.0,0.0
4,2011-03-26,1180,N26E66,162,30,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
5,2011-03-26,1181,S25E69,159,10,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
0,2011-03-27,1176,S16E16,199,420,Fki,16,28,Beta-Gamma,1.0,1.0,0.0,0.0
1,2011-03-27,1177,N20E11,204,30,Cro,4,5,Beta,0.0,0.0,0.0,0.0
2,2011-03-27,1178,S15E43,172,130,Dai,6,7,Beta,0.0,0.0,0.0,0.0
3,2011-03-27,1179,N08W61,276,10,Bxo,2,2,Beta,0.0,0.0,0.0,0.0
4,2011-03-27,1180,N25E53,162,70,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
5,2011-03-27,1181,S25E55,159,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2011-03-28,1176,S15E02,200,400,Eki,15,27,Beta-Gamma,2.0,1.0,0.0,0.0
1,2011-03-28,1177,N19W02,204,30,Cro,4,5,Beta,0.0,0.0,0.0,0.0
2,2011-03-28,1178,S15E32,170,60,Dao,5,8,Beta,0.0,0.0,0.0,0.0
3,2011-03-28,1179,N09W74,276,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
4,2011-03-28,1180,N24E40,162,50,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
5,2011-03-28,1181,S26E45,157,20,Hsx,2,1,Alpha,0.0,1.0,0.0,0.0
6,2011-03-28,1182,N13E01,201,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
7,2011-03-28,1183,N15E62,140,150,Eai,13,8,Beta-Gamma,0.0,0.0,0.0,0.0
