,Date,NOAA No,Location,Lo,Area,Zpc,LL,NN,Mag,N_Bflare,N_Cflare,N_Mflare,N_Xflare
0,2010-02-13,1045,N19W63,251.0,90.0,Fso,22.0,5.0,Beta-Gamma,0.0,1.0,1.0,0.0
1,2010-02-13,1046,N24E00,185.0,130.0,Esc,11.0,13.0,Beta-Gamma,1.0,2.0,1.0,0.0
Nmbr,2010-02-14,Location,Lo,Area,Z,LL,NN,Mag,Type,0.0,0.0,0.0,0.0
1045,2010-02-14,N24W69,242,0100,Bxo,17,04,Beta,,0.0,0.0,0.0,0.0
1046,2010-02-14,N23W11,184,0130,Cso,12,13,Beta,,0.0,0.0,0.0,0.0
0,2010-02-15,1046,N24W23,183,70,Cao,11,6,Beta,0.0,0.0,0.0,0.0
1,2010-02-15,1048,N20E64,96,10,Bxo,5,2,Beta,1.0,1.0,0.0,0.0
0,2010-02-16,1046,N24W36,183,40,Cao,6,4,Beta,0.0,0.0,0.0,0.0
1,2010-02-16,1048,N21E50,97,10,Bxo,5,3,Beta,0.0,0.0,0.0,0.0
0,2010-02-17,1046,N22W49,183,40,Cro,3,3,Beta,1.0,0.0,0.0,0.0
1,2010-02-17,1048,N21E34,100,10,Bxo,3,5,Beta,0.0,0.0,0.0,0.0
0,2010-02-18,1046,N22W58,179,30,Hsx,1,3,Alpha,0.0,0.0,0.0,0.0
1,2010-02-18,1048,N20E24,97,10,Axx,2,4,Alpha,1.0,0.0,0.0,0.0
2,2010-02-18,1049,S19E02,119,40,Dso,5,12,Beta,2.0,0.0,0.0,0.0
0,2010-02-19,1049,S19W13,121,60,Dao,7,7,Beta,2.0,0.0,0.0,0.0
0,2010-02-20,1049,S19W25,120,60,Dsi,8,13,Beta,1.0,0.0,0.0,0.0
0,2010-02-21,1049,S19W38,120,60,Dsi,8,9,Beta,0.0,0.0,0.0,0.0
0,2010-02-22,1049,S18W53,121,50,Cso,10,7,Beta,0.0,0.0,0.0,0.0
0,2010-02-23,1049,S18W67,122,20,Cso,5,4,Beta,3.0,0.0,0.0,0.0
0,2010-02-24,1049,S18W78,120,10,Bxo,9,3,Beta,0.0,0.0,0.0,0.0
1,2010-02-24,1050,S18W12,54,20,Bxo,4,8,Beta,0.0,0.0,0.0,0.0
0,2010-02-25,1049,S19W91,120,10,Bxo,5,2,Beta,1.0,0.0,0.0,0.0
1,2010-02-25,1050,S19W27,55,10,Bxo,5,5,Beta,0.0,0.0,0.0,0.0
2,2010-02-25,1051,N17E66,322,100,Cao,9,3,Beta,1.0,0.0,0.0,0.0
0,2010-02-26,1050,S19W40,55,20,Bxo,6,7,Beta,0.0,0.0,0.0,0.0
1,2010-02-26,1051,N16E54,321,10,Bxo,6,3,Beta,0.0,0.0,0.0,0.0
0,2010-02-27,1050,S19W52,54,30,Bxo,2,3,Beta,1.0,0.0,0.0,0.0
1,2010-02-27,1051,N15E41,321,40,Cso,2,3,Beta,0.0,0.0,0.0,0.0
0,2010-02-28,1050,S18W64,53,0,Axx,0,2,Alpha,0.0,0.0,0.0,0.0
1,2010-02-28,1051,N15E27,322,30,Cao,6,4,Beta,2.0,0.0,0.0,0.0
0,2010-03-01,1051,N15E12,324,10,Hsx,1,3,Alpha,0.0,0.0,0.0,0.0
0,2010-03-02,1051,N16W01,323,10,Hsx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2010-03-02,1052,S18W26,348,20,Bxo,4,3,Beta,0.0,0.0,0.0,0.0
2,2010-03-02,1053,S22W38,360,20,Bxo,4,2,Beta,0.0,0.0,0.0,0.0
0,2010-03-03,1051,N16W14,323,10,Hsx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2010-03-03,1052,S18W41,350,20,Cso,5,4,Beta,0.0,0.0,0.0,0.0
2,2010-03-03,1053,S23W51,360,30,Cso,5,4,Beta,0.0,0.0,0.0,0.0
0,2010-03-04,1051,N15W28,324,10,Axx,2,2,Alpha,0.0,0.0,0.0,0.0
1,2010-03-04,1052,S17W56,352,10,Bxo,3,3,Beta,0.0,0.0,0.0,0.0
2,2010-03-04,1053,S22W62,358,10,Bxo,4,4,Beta,0.0,0.0,0.0,0.0
0,2010-03-05,1051,N16W41,324,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2010-03-05,1052,S17W70,353,40,Cro,7,5,Beta,2.0,1.0,0.0,0.0
2,2010-03-05,1053,S22W77,360,40,Cro,8,4,Beta,2.0,0.0,0.0,0.0
0,2010-03-06,1051,N16W53,323,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2010-03-06,1052,S16W82,352,10,Bxo,8,3,Beta,0.0,0.0,0.0,0.0
2,2010-03-06,1053,S22W89,359,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2010-03-07,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-03-08,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-03-09,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-03-10,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-03-11,1054,N12E56,148,10,Bxo,3,2,Beta,1.0,0.0,0.0,0.0
0,2010-03-12,1054,N15E43,148,110,Dso,6,7,Beta,3.0,0.0,0.0,0.0
1,2010-03-12,1055,S23W15,206,30,Cso,3,4,Beta,0.0,0.0,0.0,0.0
0,2010-03-13,1054,N15E29,148,190,Dao,7,12,Beta,0.0,1.0,0.0,0.0
1,2010-03-13,1055,S24W27,204,30,Cso,3,4,Beta,0.0,0.0,0.0,0.0
0,2010-03-14,1054,N15E15,149,230,Esc,11,22,Beta-Gamma,1.0,1.0,0.0,0.0
0,2010-03-15,1054,N14E01,149,230,Esi,13,20,Beta-Gamma,5.0,1.0,0.0,0.0
0,2010-03-16,1054,N14W14,151,240,Eai,14,18,Beta-Gamma,0.0,0.0,0.0,0.0
0,2010-03-17,1054,N15W25,149,90,Dai,9,11,Beta,0.0,0.0,0.0,0.0
0,2010-03-18,1054,N15W37,148,70,Cai,7,4,Beta,0.0,0.0,0.0,0.0
1,2010-03-18,1056,N17E47,64,20,Bxo,5,4,Beta,0.0,0.0,0.0,0.0
0,2010-03-19,1054,N16W55,153,40,Bxo,5,3,Beta,2.0,0.0,0.0,0.0
1,2010-03-19,1056,N18E34,64,50,Bxo,6,5,Beta,0.0,0.0,0.0,0.0
0,2010-03-20,1054,N16W71,156,10,Hsx,1,1,Alpha,1.0,0.0,0.0,0.0
1,2010-03-20,1056,N18E22,63,10,Bxo,2,3,Beta,0.0,0.0,0.0,0.0
0,2010-03-21,1054,N16W82,154,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2010-03-21,1056,N18E07,65,30,Bxo,4,4,Beta,1.0,0.0,0.0,0.0
0,2010-03-22,1056,N18W06,65,70,Csi,7,15,Beta,2.0,0.0,0.0,0.0
0,2010-03-23,1056,N19W21,67,50,Bxo,8,7,Beta,0.0,0.0,0.0,0.0
0,2010-03-24,1056,N18W34,66,5,Bxo,7,3,Beta,0.0,0.0,0.0,0.0
1,2010-03-24,1057,N16E73,319,5,Bxo,7,3,Beta,1.0,0.0,0.0,0.0
0,2010-03-25,1057,N16E57,322,240,Dac,6,5,Beta-Gamma,0.0,0.0,0.0,0.0
0,2010-03-26,1057,N15E45,321,400,Dhc,7,4,Beta,6.0,0.0,0.0,0.0
1,2010-03-26,1058,N27W06,12,1,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2010-03-27,1057,N15E30,323,320,Dki,8,6,Beta,1.0,1.0,0.0,0.0
1,2010-03-27,1058,N25W21,14,5,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2010-03-28,1057,N15E16,324,380,Dhi,8,9,Beta,1.0,4.0,0.0,0.0
1,2010-03-28,1059,S21E73,267,120,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
0,2010-03-29,1057,N15E04,322,410,Eki,11,12,Beta,2.0,0.0,0.0,0.0
1,2010-03-29,1059,S22E61,265,100,Hax,2,1,Alpha,0.0,0.0,0.0,0.0
0,2010-03-30,1057,N15W10,324,290,Dki,10,11,Beta,0.0,0.0,0.0,0.0
1,2010-03-30,1059,S23E48,265,150,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
0,2010-03-31,1057,N15W22,322,260,Dhi,10,10,Beta,0.0,0.0,0.0,0.0
1,2010-03-31,1059,S23E36,264,130,Hax,2,2,Alpha,0.0,0.0,0.0,0.0
0,2010-04-01,1057,N16W35,322,250,Cko,9,2,Beta,0.0,0.0,0.0,0.0
1,2010-04-01,1059,S22E23,264,70,Hax,2,1,Alpha,0.0,0.0,0.0,0.0
0,2010-04-02,1057,N15W45,320,190,Cao,2,3,Beta,0.0,0.0,0.0,0.0
1,2010-04-02,1059,S22E10,264,50,Hsx,2,2,Alpha,0.0,0.0,0.0,0.0
0,2010-04-03,1057,N16W59,320,250,Hhx,4,4,Alpha,1.0,0.0,0.0,0.0
1,2010-04-03,1059,S23W03,264,40,Cso,2,4,Beta,0.0,0.0,0.0,0.0
0,2010-04-04,1057,N16W72,319,200,Hsx,3,3,Alpha,0.0,0.0,0.0,0.0
1,2010-04-04,1059,S22W15,262,50,Hsx,4,4,Alpha,1.0,0.0,0.0,0.0
0,2010-04-05,1057,N16W84,318,90,Hsx,5,3,Alpha,0.0,0.0,0.0,0.0
1,2010-04-05,1059,S23W28,262,30,Hsx,3,3,Alpha,0.0,0.0,0.0,0.0
2,2010-04-05,1060,N24E58,176,90,Dro,4,4,Beta,0.0,0.0,0.0,0.0
0,2010-04-06,1059,S25W40,261,30,Hax,3,3,Alpha,0.0,0.0,0.0,0.0
1,2010-04-06,1060,N25E45,176,60,Cro,5,4,Beta,0.0,0.0,0.0,0.0
2,2010-04-06,1061,N14W11,232,50,Dso,4,4,Beta,0.0,0.0,0.0,0.0
0,2010-04-07,1059,S25W51,259,10,Axx,2,2,Alpha,0.0,0.0,0.0,0.0
1,2010-04-07,1060,N26E32,176,30,Cro,7,3,Beta,1.0,0.0,0.0,0.0
2,2010-04-07,1061,N14W24,232,110,Dso,6,6,Beta,0.0,0.0,0.0,0.0
0,2010-04-08,1060,N24E14,181,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2010-04-08,1061,N13W39,234,70,Dso,7,4,Beta,0.0,0.0,0.0,0.0
0,2010-04-09,1060,N25E00,181,0,Axx,1,1,Alpha,1.0,0.0,0.0,0.0
1,2010-04-09,1061,N14W52,233,50,Cso,5,2,Beta,0.0,0.0,0.0,0.0
0,2010-04-10,1061,N13W69,237,40,Hsx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2010-04-11,1061,N13W83,238,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2010-04-12,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-13,1062,S18W05,134,10,Bxo,3,4,Beta,0.0,0.0,0.0,0.0
0,2010-04-14,1062,S18W20,135,20,Cro,4,4,Beta,1.0,0.0,0.0,0.0
0,2010-04-15,1062,S18W34,136,10,Bxo,2,2,Beta,0.0,0.0,0.0,0.0
0,2010-04-16,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-17,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-18,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-19,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-20,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-21,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-22,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-23,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-24,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-25,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-26,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-27,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-28,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-04-29,1063,N16E14,264,10,Bxo,2,2,Beta,0.0,0.0,0.0,0.0
0,2010-04-30,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-01,1064,N15E28,223,20,Bxo,2,2,Beta,1.0,0.0,0.0,0.0
0,2010-05-02,1064,N16E15,223,10,Cro,3,3,Beta,1.0,0.0,0.0,0.0
0,2010-05-03,1064,N15E02,223,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2010-05-03,1065,S32W16,241,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2010-05-03,1066,S27E16,209,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
3,2010-05-03,1067,N23E55,170,20,Bxo,5,4,Beta,2.0,0.0,0.0,0.0
0,2010-05-04,1063,N18W52,264,10,Bxo,3,2,Beta,1.0,0.0,0.0,0.0
1,2010-05-04,1065,S32W29,241,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2010-05-04,1066,S27E05,207,20,Cro,5,5,Beta,1.0,0.0,0.0,0.0
3,2010-05-04,1067,N23E38,174,20,Cso,4,2,Beta,0.0,0.0,0.0,0.0
4,2010-05-04,1068,S19E76,135,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2010-05-05,1063,N18W66,264,10,Bxo,3,3,Beta,0.0,0.0,0.0,0.0
1,2010-05-05,1066,S26W07,205,10,Bxo,6,3,Beta,0.0,0.0,0.0,0.0
2,2010-05-05,1067,N23E24,174,20,Dro,6,3,Beta,0.0,0.0,0.0,0.0
3,2010-05-05,1068,S19E65,133,10,Bxo,1,2,Beta,1.0,0.0,0.0,0.0
4,2010-05-05,1069,N42W27,225,50,Dai,7,9,Beta-Gamma,5.0,1.0,0.0,0.0
0,2010-05-06,1063,N18W80,264,10,Bxo,1,2,Beta,0.0,0.0,0.0,0.0
1,2010-05-06,1066,S26W22,206,10,Axx,1,1,Alpha,1.0,0.0,0.0,0.0
2,2010-05-06,1067,N23E13,171,10,Bxo,5,3,Beta,0.0,0.0,0.0,0.0
3,2010-05-06,1068,S21E54,130,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
4,2010-05-06,1069,N41W40,224,170,Dai,9,7,Beta-Gamma,4.0,2.0,1.0,0.0
5,2010-05-06,1070,N21W08,192,10,Bxo,2,3,Beta,0.0,0.0,0.0,0.0
0,2010-05-07,1067,N23E03,168,10,Bxo,2,2,Beta,0.0,0.0,0.0,0.0
1,2010-05-07,1068,S20E41,130,10,Bxo,3,4,Beta,0.0,0.0,0.0,0.0
2,2010-05-07,1069,N42W51,222,80,Esi,12,9,Beta-Gamma,0.0,0.0,0.0,0.0
0,2010-05-08,1068,S19E28,130,0,Axx,0,1,Alpha,0.0,0.0,0.0,0.0
1,2010-05-08,1069,N42W67,225,30,Cso,9,3,Beta,2.0,1.0,0.0,0.0
0,2010-05-09,1069,N41W78,223,30,Cso,3,2,Beta,1.0,3.0,0.0,0.0
1,2010-05-09,1071,S20W42,187,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2010-05-10,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-11,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-12,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-13,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-14,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-15,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-16,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-17,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-18,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-19,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-20,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-21,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-05-22,1072,S16E14,319,30,Bxo,4,5,Beta,0.0,0.0,0.0,0.0
0,2010-05-23,1072,S16E08,312,100,Cao,6,10,Beta,1.0,0.0,0.0,0.0
0,2010-05-24,1072,S15W09,315,130,Dsi,6,13,Beta,1.0,0.0,0.0,0.0
0,2010-05-25,1072,S15W22,315,90,Cso,6,7,Beta,0.0,0.0,0.0,0.0
0,2010-05-26,1072,S15W36,316,60,Cso,5,6,Beta,1.0,0.0,0.0,0.0
0,2010-05-27,1072,S23W52,319,50,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
0,2010-05-28,1072,S15W65,318,40,Hsx,2,1,Alpha,1.0,0.0,0.0,0.0
0,2010-05-29,1072,S15W79,319,45,Hax,2,2,Beta,0.0,0.0,0.0,0.0
0,2010-05-30,1073,N13E35,192,20,Bxo,4,5,Beta,0.0,0.0,0.0,0.0
1,2010-05-30,1074,N19W57,284,10,Bxo,3,3,Beta,0.0,0.0,0.0,0.0
2,2010-05-30,1075,S20W02,229,20,Bxo,3,5,Beta,0.0,0.0,0.0,0.0
0,2010-05-31,1073,N13E21,193,20,Bxo,4,6,Beta,0.0,0.0,0.0,0.0
1,2010-05-31,1074,N17W72,286,10,Axx,1,2,Alpha,0.0,0.0,0.0,0.0
2,2010-05-31,1075,S20W16,230,10,Bxo,3,2,Beta,0.0,0.0,0.0,0.0
0,2010-06-01,1073,N12E09,192,10,Bxo,5,3,Beta,0.0,0.0,0.0,0.0
1,2010-06-01,1075,S19W32,233,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2010-06-01,1076,S19E07,194,20,Bxo,4,5,Beta,0.0,0.0,0.0,0.0
0,2010-06-02,1076,S20W06,193,20,Bxo,5,4,Beta,0.0,0.0,0.0,0.0
0,2010-06-03,1076,S19W22,196,40,Dai,6,8,Beta,0.0,0.0,0.0,0.0
0,2010-06-04,1076,S27W28,189,190,Dho,8,7,Beta,0.0,0.0,0.0,0.0
0,2010-06-05,1076,S19W49,197,70,Dso,8,8,Beta,0.0,0.0,0.0,0.0
0,2010-06-06,1076,S19W61,196,15,Bxo,7,4,Beta,0.0,0.0,0.0,0.0
1,2010-06-06,1077,N20W47,181,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2010-06-07,1076,S19W74,195,90,Dro,5,2,Beta,1.0,0.0,0.0,0.0
0,2010-06-08,1076,S19W86,193,20,Bxo,1,2,Beta,0.0,0.0,0.0,0.0
0,2010-06-09,1078,S22W45,140,80,Cro,7,2,Beta,3.0,0.0,0.0,0.0
0,2010-06-10,1078,S21W60,141,180,Dsi,9,6,Beta-Gamma,9.0,0.0,0.0,0.0
1,2010-06-10,1079,S26W36,117,10,Bxo,4,2,Beta,0.0,0.0,0.0,0.0
0,2010-06-11,1078,S22W73,141,200,Dao,9,5,Beta,0.0,0.0,0.0,0.0
1,2010-06-11,1079,S26W55,123,0,Axx,0,1,Alpha,0.0,0.0,0.0,0.0
2,2010-06-11,1080,S25W39,107,10,Bxo,4,5,Beta,0.0,0.0,0.0,0.0
0,2010-06-12,1078,S22W86,141,5,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2010-06-12,1080,S23W54,109,100,Dai,6,4,Beta,0.0,0.0,0.0,0.0
2,2010-06-12,1081,N22W43,98,50,Bxo,5,8,Beta,3.0,0.0,0.0,0.0
0,2010-06-13,1079,S24W82,123,10,Bxo,2,2,Beta,0.0,0.0,0.0,0.0
1,2010-06-13,1080,S23W67,108,50,Dro,6,4,Beta,1.0,1.0,0.0,0.0
2,2010-06-13,1081,N24W58,99,80,Dro,8,10,Beta,1.0,1.0,1.0,0.0
0,2010-06-14,1079,S23W95,124,10,Axx,2,4,Alpha,1.0,0.0,1.0,0.0
1,2010-06-14,1080,S24W77,105,10,Axx,5,4,Alpha,0.0,1.0,0.0,0.0
2,2010-06-14,1081,N24W76,104,90,Dao,8,8,Beta,2.0,5.0,0.0,0.0
0,2010-06-15,1081,N25W86,101,10,Bxo,5,2,Beta,0.0,1.0,0.0,0.0
0,2010-06-16,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-06-17,None,,,,,,,,0.0,0.0,0.0,0.0
0,2010-06-18,1082,N28E33,303,10,Bxo,5,4,Beta,3.0,0.0,0.0,0.0
0,2010-06-19,1082,N29E22,300,10,Axx,4,6,Alpha,2.0,0.0,0.0,0.0
0,2010-06-20,1082,N29E10,299,10,Cro,5,4,Beta,0.0,0.0,0.0,0.0
1,2010-06-20,1083,N19W22,331,10,Bxo,3,4,Beta,0.0,0.0,0.0,0.0
Nmbr,2010-06-21,Location,Lo,Area,Z,LL,NN,Mag,Type,0.0,0.0,0.0,0.0
1082,2010-06-21,N27W05,305,0030,Dso,07,03,Beta,,0.0,0.0,0.0,0.0
0,2010-06-22,1082,N27W23,307,40,Dro,8,4,Beta,1.0,0.0,0.0,0.0
0,2010-06-23,1082,N26W37,307,30,Cso,8,4,Beta,2.0,0.0,0.0,0.0
