,Date,NOAA No,Location,Lo,Area,Zpc,LL,NN,Mag,N_Bflare,N_Cflare,N_Mflare,N_Xflare
1,2016-01-21,2486,S20E31,338.0,50.0,Hsx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
2,2016-01-21,2487,S13E36,334.0,60.0,Dao,4.0,7.0,Beta,3.0,1.0,0.0,0.0
3,2016-01-21,2488,N04E52,317.0,40.0,Cro,4.0,5.0,Beta,0.0,0.0,0.0,0.0
0,2016-01-22,2486,S20E18,340.0,30.0,Hax,1.0,2.0,Alpha,0.0,0.0,0.0,0.0
1,2016-01-22,2487,S13E22,336.0,100.0,Dai,6.0,12.0,Beta,0.0,2.0,0.0,0.0
2,2016-01-22,2488,N04E38,320.0,70.0,Dai,4.0,12.0,Beta,0.0,1.0,0.0,0.0
0,2016-01-23,2486,S21E05,339.0,20.0,Hax,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2016-01-23,2487,S13E11,333.0,70.0,Dao,6.0,8.0,Beta,0.0,0.0,0.0,0.0
2,2016-01-23,2488,N04E27,317.0,90.0,Dai,7.0,11.0,Beta,1.0,0.0,0.0,0.0
0,2016-01-24,2486,S19W09,340.0,10.0,Hrx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2016-01-24,2487,S12W05,336.0,40.0,Cao,6.0,10.0,Beta,1.0,0.0,0.0,0.0
2,2016-01-24,2488,N03E12,319.0,120.0,Dai,9.0,13.0,Beta,0.0,0.0,0.0,0.0
0,2016-01-25,2487,S12W18,336.0,30.0,Cro,6.0,7.0,Beta,1.0,0.0,0.0,0.0
1,2016-01-25,2488,N04W01,319.0,200.0,Dai,8.0,20.0,Beta,1.0,1.0,0.0,0.0
0,2016-01-26,2487,S12W34,339.0,20.0,Hsx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2016-01-26,2488,N02W15,320.0,240.0,Dai,8.0,10.0,Beta,0.0,0.0,0.0,0.0
2,2016-01-26,2489,N09E54,251.0,60.0,Dso,3.0,6.0,Beta,4.0,2.0,0.0,0.0
3,2016-01-26,2490,S18E75,230.0,10.0,Bxo,5.0,1.0,Beta,0.0,0.0,0.0,0.0
0,2016-01-27,2487,S12W48,340.0,10.0,Axx,0.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2016-01-27,2488,N02W28,320.0,230.0,Dao,7.0,10.0,Beta,0.0,0.0,0.0,0.0
2,2016-01-27,2489,N10E39,253.0,100.0,Dao,9.0,8.0,Beta,3.0,0.0,0.0,0.0
3,2016-01-27,2490,S18E57,235.0,20.0,Cro,5.0,2.0,Beta,0.0,0.0,0.0,0.0
0,2016-01-28,2487,S12W63,342.0,10.0,Axx,1.0,2.0,Alpha,0.0,0.0,0.0,0.0
1,2016-01-28,2488,N03W41,320.0,220.0,Dao,8.0,14.0,Beta,0.0,0.0,0.0,0.0
2,2016-01-28,2489,N10E27,252.0,250.0,Dki,9.0,15.0,Beta,1.0,1.0,0.0,0.0
3,2016-01-28,2490,S17E41,238.0,20.0,Dro,10.0,4.0,Beta,2.0,0.0,0.0,0.0
0,2016-01-29,2488,N04W55,321.0,220.0,Dao,8.0,15.0,Beta-Gamma,0.0,4.0,0.0,0.0
1,2016-01-29,2489,N09E14,252.0,300.0,Dko,10.0,15.0,Beta,1.0,0.0,0.0,0.0
2,2016-01-29,2490,S18E29,237.0,20.0,Cro,8.0,4.0,Beta,0.0,0.0,0.0,0.0
0,2016-01-30,2488,N04W68,320.0,150.0,Dao,8.0,8.0,Beta,2.0,3.0,0.0,0.0
1,2016-01-30,2489,N10W01,253.0,300.0,Eko,11.0,6.0,Beta,0.0,0.0,0.0,0.0
2,2016-01-30,2490,S18E13,239.0,10.0,Bxo,2.0,5.0,Beta,1.0,0.0,0.0,0.0
0,2016-01-31,2488,N04W83,322.0,130.0,Cao,7.0,4.0,Beta,1.0,0.0,0.0,0.0
1,2016-01-31,2489,N10W14,253.0,260.0,Dho,10.0,6.0,Beta,0.0,0.0,0.0,0.0
0,2016-02-01,2489,N10W29,255.0,240.0,Cso,4.0,4.0,Beta,1.0,0.0,0.0,0.0
1,2016-02-01,2490,S20W16,242.0,10.0,Bxo,3.0,3.0,Beta,0.0,0.0,0.0,0.0
2,2016-02-01,2491,N02E70,156.0,10.0,Bxo,6.0,2.0,Beta,0.0,0.0,0.0,0.0
0,2016-02-02,2489,N10W43,256.0,250.0,Cho,6.0,3.0,Beta,0.0,0.0,0.0,0.0
1,2016-02-02,2490,S21W29,242.0,10.0,Bxo,3.0,5.0,Beta,0.0,0.0,0.0,0.0
2,2016-02-02,2491,N01E57,156.0,60.0,Dao,9.0,4.0,Beta,0.0,0.0,0.0,0.0
0,2016-02-03,2489,N10W58,258.0,220.0,Hax,4.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2016-02-03,2490,S20W42,242.0,20.0,Cro,5.0,5.0,Beta,0.0,0.0,0.0,0.0
2,2016-02-03,2491,N02E44,156.0,50.0,Dao,8.0,3.0,Beta,0.0,0.0,0.0,0.0
3,2016-02-03,2492,N15E60,140.0,10.0,Dao,7.0,3.0,Beta,1.0,0.0,0.0,0.0
0,2016-02-04,2489,N09W72,259.0,200.0,Hax,4.0,2.0,Alpha,0.0,0.0,0.0,0.0
1,2016-02-04,2490,S21W56,243.0,60.0,Dao,7.0,10.0,Beta,2.0,0.0,0.0,0.0
2,2016-02-04,2491,N03E30,157.0,30.0,Dro,8.0,6.0,Beta,0.0,0.0,0.0,0.0
3,2016-02-04,2492,N15E49,138.0,60.0,Dsi,8.0,5.0,Beta,0.0,1.0,0.0,0.0
4,2016-02-04,2493,S06W31,218.0,30.0,Dao,6.0,5.0,Beta,1.0,2.0,0.0,0.0
0,2016-02-05,2489,N09W84,257.0,100.0,Hsx,3.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2016-02-05,2490,S21W70,243.0,130.0,Dao,9.0,9.0,Beta,0.0,2.0,0.0,0.0
2,2016-02-05,2491,N02E16,157.0,20.0,Cro,8.0,6.0,Beta,0.0,0.0,0.0,0.0
3,2016-02-05,2492,N14E36,137.0,50.0,Dai,9.0,7.0,Beta,0.0,0.0,0.0,0.0
4,2016-02-05,2493,S07W46,219.0,50.0,Dao,6.0,5.0,Beta,0.0,0.0,0.0,0.0
5,2016-02-05,2494,S12E09,164.0,150.0,Dai,7.0,7.0,Beta-Gamma-Delta,2.0,5.0,0.0,0.0
0,2016-02-06,2490,S20W81,240.0,80.0,Cao,9.0,5.0,Beta,1.0,0.0,0.0,0.0
1,2016-02-06,2491,N02E03,156.0,10.0,Axx,2.0,2.0,Alpha,1.0,0.0,0.0,0.0
2,2016-02-06,2492,N14E23,136.0,50.0,Dso,7.0,8.0,Beta,0.0,0.0,0.0,0.0
3,2016-02-06,2493,S05W58,217.0,10.0,Dro,7.0,5.0,Beta,0.0,0.0,0.0,0.0
4,2016-02-06,2494,S12W04,163.0,230.0,Dai,7.0,16.0,Beta-Gamma,0.0,2.0,0.0,0.0
5,2016-02-06,2495,S07W46,205.0,10.0,Bxo,4.0,6.0,Beta,1.0,0.0,0.0,0.0
6,2016-02-06,2496,N09E56,103.0,10.0,Axx,0.0,1.0,Alpha,0.0,1.0,0.0,0.0
0,2016-02-07,2492,N13E10,136.0,40.0,Dri,6.0,8.0,Beta,0.0,0.0,0.0,0.0
1,2016-02-07,2494,S11W17,163.0,270.0,Dai,8.0,9.0,Beta,3.0,3.0,0.0,0.0
2,2016-02-07,2495,S08W61,208.0,30.0,Cro,3.0,4.0,Beta,0.0,0.0,0.0,0.0
3,2016-02-07,2497,N13E58,88.0,50.0,Dai,3.0,10.0,Beta,0.0,0.0,0.0,0.0
0,2016-02-08,2492,N15W04,137.0,30.0,Dro,6.0,7.0,Beta,0.0,0.0,0.0,0.0
1,2016-02-08,2494,S12W29,162.0,270.0,Dki,8.0,9.0,Beta-Delta,1.0,0.0,0.0,0.0
2,2016-02-08,2495,S08W74,207.0,70.0,Dao,4.0,5.0,Beta,1.0,0.0,0.0,0.0
3,2016-02-08,2496,N08E34,98.0,20.0,Bxi,5.0,4.0,Beta,0.0,3.0,0.0,0.0
4,2016-02-08,2497,N13E49,84.0,70.0,Dai,7.0,9.0,Beta,0.0,0.0,0.0,0.0
0,2016-02-09,2492,N14W19,140.0,20.0,Cro,12.0,7.0,Beta,1.0,1.0,0.0,0.0
1,2016-02-09,2494,S12W43,164.0,240.0,Dai,8.0,8.0,Beta-Gamma,0.0,0.0,0.0,0.0
2,2016-02-09,2495,S08W88,209.0,180.0,Dao,8.0,2.0,Beta,0.0,0.0,0.0,0.0
3,2016-02-09,2496,N08E19,102.0,10.0,Bxo,6.0,5.0,Beta,0.0,0.0,0.0,0.0
4,2016-02-09,2497,N13E36,85.0,200.0,Dao,9.0,10.0,Beta,1.0,0.0,0.0,0.0
0,2016-02-10,2492,N14W35,143.0,30.0,Dao,7.0,4.0,Beta,4.0,0.0,0.0,0.0
1,2016-02-10,2494,S12W57,165.0,120.0,Dao,8.0,6.0,Beta,1.0,0.0,0.0,0.0
2,2016-02-10,2496,N08E05,103.0,10.0,Bxo,4.0,2.0,Beta,0.0,0.0,0.0,0.0
3,2016-02-10,2497,N13E22,86.0,180.0,Dai,10.0,14.0,Beta-Gamma,0.0,0.0,0.0,0.0
4,2016-02-10,2498,N19E58,50.0,10.0,Bxo,2.0,3.0,Beta,1.0,0.0,0.0,0.0
0,2016-02-11,2492,N14W49,143.0,20.0,Cro,6.0,2.0,Beta,0.0,0.0,0.0,0.0
1,2016-02-11,2494,S12W70,164.0,70.0,Dso,8.0,5.0,Beta,0.0,0.0,0.0,0.0
2,2016-02-11,2496,N08W09,103.0,10.0,Bxo,5.0,3.0,Beta,2.0,0.0,0.0,0.0
3,2016-02-11,2497,N13E08,86.0,240.0,Eac,12.0,23.0,Beta-Gamma,2.0,1.0,0.0,0.0
4,2016-02-11,2498,N19E44,50.0,10.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2016-02-12,2492,N14W63,144.0,20.0,Hrx,6.0,2.0,Alpha,0.0,1.0,0.0,0.0
1,2016-02-12,2494,S12W84,165.0,40.0,Dso,7.0,3.0,Beta,0.0,0.0,0.0,0.0
2,2016-02-12,2497,N13W06,87.0,180.0,Eac,13.0,22.0,Beta-Gamma-Delta,1.0,2.0,0.0,0.0
3,2016-02-12,2498,N18E28,52.0,10.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2016-02-13,2492,N14W78,146.0,10.0,Axx,0.0,1.0,Alpha,0.0,1.0,0.0,0.0
1,2016-02-13,2494,S14W96,164.0,10.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
2,2016-02-13,2497,N13W19,87.0,250.0,Eac,13.0,20.0,Beta-Gamma-Delta,2.0,3.0,1.0,0.0
3,2016-02-13,2498,N18E15,53.0,10.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
4,2016-02-13,2499,N11E38,30.0,10.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2016-02-14,2497,N12W35,89.0,220.0,Eac,13.0,23.0,Beta-Gamma-Delta,7.0,5.0,1.0,0.0
1,2016-02-14,2500,S18W29,83.0,10.0,Bxo,3.0,3.0,Beta,0.0,0.0,0.0,0.0
0,2016-02-15,2497,N12W48,89.0,200.0,Eac,11.0,18.0,Beta-Gamma-Delta,1.0,5.0,1.0,0.0
1,2016-02-15,2500,S18W42,83.0,20.0,Cro,3.0,3.0,Beta,0.0,1.0,0.0,0.0
2,2016-02-15,2501,N04E76,325.0,60.0,Hsx,2.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2016-02-16,2497,N12W62,91.0,240.0,Eac,12.0,16.0,Beta-Gamma-Delta,1.0,13.0,1.0,0.0
1,2016-02-16,2500,S18W56,85.0,10.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
2,2016-02-16,2501,N04E62,327.0,60.0,Hsx,2.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2016-02-17,2497,N13W76,91.0,220.0,Eac,12.0,14.0,Beta-Gamma-Delta,4.0,8.0,0.0,0.0
1,2016-02-17,2501,N04E48,327.0,30.0,Hsx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
2,2016-02-17,2502,N08W00,15.0,10.0,Bxo,3.0,4.0,Beta,0.0,0.0,0.0,0.0
0,2016-02-18,2497,N13W89,91.0,220.0,Eac,12.0,14.0,Beta-Gamma-Delta,5.0,15.0,0.0,0.0
1,2016-02-18,2501,N05E34,328.0,50.0,Hsx,2.0,1.0,Alpha,0.0,0.0,0.0,0.0
2,2016-02-18,2502,N08W14,16.0,10.0,Bxo,4.0,2.0,Beta,0.0,0.0,0.0,0.0
3,2016-02-18,2503,N06W00,2.0,20.0,Cro,2.0,3.0,Beta,0.0,1.0,0.0,0.0
0,2016-02-19,2501,N05E20,329.0,50.0,Hsx,2.0,1.0,Alpha,0.0,1.0,0.0,0.0
1,2016-02-19,2502,N09W28,17.0,10.0,Bxo,3.0,3.0,Beta,0.0,0.0,0.0,0.0
2,2016-02-19,2503,N06W14,3.0,10.0,Axx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2016-02-20,2501,N04E09,327.0,80.0,Cso,4.0,3.0,Beta,0.0,0.0,0.0,0.0
1,2016-02-20,2503,N05W27,2.0,20.0,Cro,5.0,6.0,Beta,0.0,0.0,0.0,0.0
2,2016-02-20,2504,N12W02,338.0,10.0,Bxo,3.0,3.0,Beta,0.0,0.0,0.0,0.0
0,2016-02-21,2501,N04W04,327.0,80.0,Cso,3.0,3.0,Beta,0.0,0.0,0.0,0.0
1,2016-02-21,2504,N12W17,340.0,20.0,Cro,3.0,3.0,Beta,0.0,0.0,0.0,0.0
2,2016-02-21,2505,N08W32,355.0,110.0,Dai,7.0,10.0,Beta,0.0,0.0,0.0,0.0
0,2016-02-22,2501,N04W18,328.0,70.0,Cso,3.0,4.0,Beta,0.0,0.0,0.0,0.0
1,2016-02-22,2504,N13W30,340.0,10.0,Bxo,3.0,3.0,Beta,0.0,0.0,0.0,0.0
2,2016-02-22,2505,N08W45,355.0,180.0,Dac,9.0,10.0,Beta,3.0,0.0,0.0,0.0
0,2016-02-23,2501,N04W32,328.0,60.0,Hsx,2.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2016-02-23,2505,N08W59,355.0,160.0,Dac,9.0,8.0,Beta,1.0,0.0,0.0,0.0
0,2016-02-24,2501,N05W46,329.0,70.0,Hsx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2016-02-24,2505,N08W73,356.0,160.0,Dac,10.0,6.0,Beta,0.0,0.0,0.0,0.0
0,2016-02-25,2501,N05W60,330.0,60.0,Hsx,1.0,1.0,Alpha,3.0,0.0,0.0,0.0
1,2016-02-25,2505,N08W87,357.0,160.0,Dac,10.0,6.0,Beta,0.0,0.0,0.0,0.0
2,2016-02-25,2506,S07E48,222.0,10.0,Bxo,3.0,2.0,Beta,7.0,1.0,0.0,0.0
0,2016-02-26,2501,N04W73,330.0,20.0,Hax,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2016-02-26,2506,S07E35,222.0,30.0,Cao,5.0,5.0,Beta,3.0,0.0,0.0,0.0
0,2016-02-27,2501,N04W86,330.0,20.0,Hax,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
1,2016-02-27,2506,S07E22,222.0,30.0,Cro,8.0,7.0,Beta,2.0,1.0,0.0,0.0
2,2016-02-27,2507,N18W59,303.0,10.0,Bxo,2.0,3.0,Beta,0.0,0.0,0.0,0.0
0,2016-02-28,2506,S06E08,223.0,60.0,Dai,7.0,15.0,Beta,3.0,1.0,0.0,0.0
1,2016-02-28,2507,N19W73,304.0,10.0,Bxo,3.0,2.0,Beta,0.0,0.0,0.0,0.0
0,2016-02-29,2506,S05W07,224.0,110.0,Dai,8.0,15.0,Beta-Gamma,1.0,0.0,0.0,0.0
1,2016-02-29,2508,N07E09,208.0,10.0,Bxo,5.0,3.0,Beta,0.0,0.0,0.0,0.0
0,2016-03-01,2506,S06W20,223.0,130.0,Dai,9.0,9.0,Beta,1.0,0.0,0.0,0.0
1,2016-03-01,2508,N07W05,208.0,10.0,Axx,5.0,1.0,Alpha,0.0,0.0,0.0,0.0
2,2016-03-01,2509,N09E17,186.0,20.0,Bxo,3.0,4.0,Beta,0.0,0.0,0.0,0.0
0,2016-03-02,2506,S07W34,225.0,110.0,Dso,9.0,6.0,Beta,1.0,0.0,0.0,0.0
1,2016-03-02,2508,N05W20,211.0,10.0,Axx,0.0,1.0,Alpha,0.0,0.0,0.0,0.0
2,2016-03-02,2509,N08W00,189.0,20.0,Bxo,10.0,2.0,Beta,0.0,0.0,0.0,0.0
0,2016-03-03,2506,S07W48,226.0,110.0,Cso,9.0,5.0,Beta,0.0,0.0,0.0,0.0
1,2016-03-03,2510,N05E51,127.0,30.0,Cro,10.0,3.0,Beta,0.0,0.0,0.0,0.0
2,2016-03-03,2511,N05E57,121.0,10.0,Bxo,1.0,3.0,Beta,0.0,0.0,0.0,0.0
3,2016-03-03,2512,N11E28,150.0,10.0,Bxo,3.0,3.0,Beta,0.0,0.0,0.0,0.0
4,2016-03-03,2513,N11E84,94.0,60.0,Hsx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2016-03-04,2506,S07W60,225.0,70.0,Hsx,8.0,2.0,Alpha,0.0,0.0,0.0,0.0
1,2016-03-04,2510,N05E43,124.0,30.0,Cro,1.0,3.0,Beta,2.0,0.0,0.0,0.0
2,2016-03-04,2512,N12E13,152.0,20.0,Bxo,4.0,4.0,Beta,0.0,0.0,0.0,0.0
3,2016-03-04,2513,N11E63,12.0,30.0,Hsx,3.0,1.0,Alpha,0.0,0.0,0.0,0.0
0,2016-03-05,2506,S06W76,228.0,60.0,Cso,3.0,4.0,Beta,0.0,1.0,0.0,0.0
1,2016-03-05,2510,N05E30,122.0,30.0,Cro,4.0,3.0,Beta,1.0,0.0,0.0,0.0
2,2016-03-05,2512,N11W00,152.0,20.0,Cro,4.0,3.0,Beta,0.0,0.0,0.0,0.0
3,2016-03-05,2513,N12E49,103.0,40.0,Hsx,2.0,1.0,Alpha,0.0,0.0,0.0,0.0
4,2016-03-05,2514,N14W11,163.0,20.0,Cro,6.0,9.0,Beta,1.0,0.0,0.0,0.0
5,2016-03-05,2515,S03W14,166.0,10.0,Bxo,3.0,2.0,Beta,0.0,0.0,0.0,0.0
6,2016-03-05,2516,S04W05,157.0,10.0,Bxo,3.0,3.0,Beta,0.0,0.0,0.0,0.0
0,2016-03-06,2506,S06W88,226.0,40.0,Cso,3.0,3.0,Beta,2.0,0.0,0.0,0.0
1,2016-03-06,2510,N05E18,120.0,30.0,Cao,4.0,4.0,Beta,0.0,0.0,0.0,0.0
2,2016-03-06,2512,N11W16,154.0,10.0,Hrx,1.0,1.0,Alpha,0.0,0.0,0.0,0.0
3,2016-03-06,2513,N12E36,102.0,50.0,Hsx,2.0,1.0,Alpha,0.0,0.0,0.0,0.0
4,2016-03-06,2514,N14W26,164.0,50.0,Cao,6.0,9.0,Beta,0.0,0.0,0.0,0.0
0,2016-03-07,2510,N06E03,122.0,20.0,Cro,4.0,4.0,Beta,0.0,0.0,0.0,0.0
1,2016-03-07,2512,N11W30,155.0,30.0,Cao,2.0,7.0,Beta,6.0,0.0,0.0,0.0
2,2016-03-07,2513,N12E23,102.0,50.0,Hsx,2.0,1.0,Alpha,0.0,0.0,0.0,0.0
3,2016-03-07,2514,N14W39,164.0,30.0,Cao,7.0,4.0,Beta,1.0,0.0,0.0,0.0
