,Date,NOAA No,Location,Lo,Area,Zpc,LL,NN,Mag,N_Bflare,N_Cflare,N_Mflare,N_Xflare
0,2013-02-04,1662,N27W79,318,20,Hsx,2,2,Alpha,0.0,0.0,0.0,0.0
1,2013-02-04,1663,S09W65,304,0,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2013-02-04,1665,N10W04,242,190,Cso,4,5,Beta,0.0,1.0,0.0,0.0
3,2013-02-04,1667,N22E42,197,160,Dsi,5,14,Beta,3.0,3.0,0.0,0.0
4,2013-02-04,1668,N12W16,255,30,Dao,4,7,Beta,0.0,0.0,0.0,0.0
0,2013-02-05,1665,N10W18,242,170,Hsx,3,2,Alpha,0.0,0.0,0.0,0.0
1,2013-02-05,1667,N22E28,197,90,Dso,6,8,Beta,0.0,0.0,0.0,0.0
0,2013-02-06,1665,N10W31,242,120,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
1,2013-02-06,1667,N22E14,197,80,Dso,6,6,Beta,0.0,0.0,0.0,0.0
2,2013-02-06,1669,N08E52,159,10,Bxo,4,4,Beta,2.0,1.0,0.0,0.0
0,2013-02-07,1665,N12W44,245,120,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
1,2013-02-07,1667,N22E01,200,100,Dso,6,6,Beta,0.0,1.0,0.0,0.0
2,2013-02-07,1669,N08E38,162,10,Axx,1,2,Alpha,1.0,1.0,0.0,0.0
0,2013-02-08,1665,N12W58,244,120,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
1,2013-02-08,1667,N22W13,199,100,Dso,6,6,Beta,1.0,0.0,0.0,0.0
2,2013-02-08,1669,N08E24,162,20,Cro,8,6,Beta,0.0,0.0,0.0,0.0
3,2013-02-08,1670,N18E25,161,30,Dro,4,5,Beta,0.0,0.0,0.0,0.0
0,2013-02-09,1665,N13W72,244,120,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
1,2013-02-09,1667,N23W25,197,80,Cso,6,4,Beta,1.0,0.0,0.0,0.0
2,2013-02-09,1669,N07E11,162,10,Axx,1,2,Alpha,0.0,0.0,0.0,0.0
3,2013-02-09,1670,N19E12,161,70,Dao,5,10,Beta,2.0,0.0,0.0,0.0
0,2013-02-10,1665,N11W81,241,80,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
1,2013-02-10,1667,N23W37,197,70,Cso,6,2,Beta,2.0,0.0,0.0,0.0
2,2013-02-10,1670,N19W01,161,150,Dsi,8,25,Beta-Gamma,0.0,0.0,0.0,0.0
0,2013-02-11,1665,N10W93,239,60,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
1,2013-02-11,1667,N22W50,197,60,Hsx,1,1,Alpha,1.0,0.0,0.0,0.0
2,2013-02-11,1670,N17W14,161,160,Dsi,7,13,Beta-Gamma,0.0,0.0,0.0,0.0
0,2013-02-12,1667,N22W63,200,50,Hsx,1,1,Alpha,1.0,0.0,0.0,0.0
1,2013-02-12,1670,N17W28,164,160,Dsi,7,13,Beta,2.0,0.0,0.0,0.0
2,2013-02-12,1671,N14E58,76,150,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
3,2013-02-12,1672,S18E39,95,10,Cro,3,5,Beta,0.0,0.0,0.0,0.0
0,2013-02-13,1667,N22W77,201,40,Hsx,1,1,Alpha,0.0,0.0,0.0,0.0
1,2013-02-13,1670,N17W42,166,170,Dai,8,12,Beta-Gamma,1.0,1.0,0.0,0.0
2,2013-02-13,1671,N14E44,78,120,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
3,2013-02-13,1672,S18E25,98,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
0,2013-02-14,1670,N17W55,166,110,Dso,8,5,Beta,3.0,0.0,0.0,0.0
1,2013-02-14,1671,N14E31,79,100,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
0,2013-02-15,1670,N17W69,166,100,Cao,8,4,Beta,1.0,1.0,0.0,0.0
1,2013-02-15,1671,N14E17,80,100,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
0,2013-02-16,1670,N17W85,166,70,Cao,9,3,Beta,1.0,0.0,0.0,0.0
1,2013-02-16,1671,N14E04,77,90,Hsx,2,1,Alpha,0.0,0.0,0.0,0.0
2,2013-02-16,1672,S17W15,96,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
3,2013-02-16,1673,S11E67,13,40,Hsx,2,1,Alpha,1.0,0.0,0.0,0.0
4,2013-02-16,1674,N14W03,84,10,Bxo,2,3,Beta,0.0,0.0,0.0,0.0
0,2013-02-17,1671,N14W08,78,90,Cso,4,3,Beta,0.0,0.0,0.0,0.0
1,2013-02-17,1672,S17W29,97,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
2,2013-02-17,1673,S10E56,12,100,Cso,5,11,Beta,0.0,0.0,0.0,0.0
3,2013-02-17,1675,N12E31,36,10,Bxo,3,9,Beta,2.0,0.0,0.0,0.0
4,2013-02-17,1676,S18E78,350,30,Hax,2,1,Alpha,0.0,0.0,0.0,0.0
0,2013-02-18,1671,N14W21,76,90,Hsx,4,1,Alpha,0.0,0.0,0.0,0.0
1,2013-02-18,1673,S10E43,12,70,Cao,7,5,Beta,0.0,0.0,0.0,0.0
2,2013-02-18,1675,N12E18,37,50,Cso,6,13,Beta-Gamma,4.0,3.0,1.0,0.0
3,2013-02-18,1676,S18E64,350,30,Hsx,2,2,Alpha,0.0,0.0,0.0,0.0
4,2013-02-18,1677,S27E65,350,10,Bxo,2,3,Beta,0.0,0.0,0.0,0.0
0,2013-02-19,1671,N14W35,77,110,Hsx,3,1,Alpha,0.0,0.0,0.0,0.0
1,2013-02-19,1673,S09E31,11,60,Cao,8,8,Beta-Gamma,1.0,0.0,0.0,0.0
2,2013-02-19,1675,N13E04,36,110,Cao,7,14,Beta-Gamma,0.0,1.0,0.0,0.0
3,2013-02-19,1676,S17E50,352,80,Hsx,2,2,Alpha,0.0,0.0,0.0,0.0
4,2013-02-19,1677,S26E52,349,10,Axx,1,1,Alpha,0.0,0.0,0.0,0.0
5,2013-02-19,1678,N10W26,67,30,Dro,4,6,Beta,0.0,0.0,0.0,0.0
0,2013-02-20,1671,N16W46,75,110,Cso,4,3,Beta,0.0,0.0,0.0,0.0
1,2013-02-20,1673,S11E17,10,90,Dac,8,24,Beta,0.0,0.0,0.0,0.0
2,2013-02-20,1675,N12W09,37,60,Cso,9,3,Beta,0.0,0.0,0.0,0.0
3,2013-02-20,1676,S19E37,352,50,Hsx,1,1,Alpha,0.0,0.0,0.0,0.0
